2014-01-06 00:00:00.0,Bag Boy Beverage Holder,24.99
2014-01-06 00:00:00.0,Team Golf San Francisco Giants Putter Grip,24.99
2014-01-07 00:00:00.0,Field & Stream Sportsman 16 Gun Fire Safe,6399.6799999999985
2014-01-07 00:00:00.0,Diamondback Women's Serene Classic Comfort Bi,5399.639999999999
2014-01-07 00:00:00.0,Perfect Fitness Perfect Rip Deck,5039.159999999998
2014-01-07 00:00:00.0,Nike Men's Free 5.0+ Running Shoe,4999.499999999999
2014-01-07 00:00:00.0,Nike Men's Dri-FIT Victory Golf Polo,4100.0
2014-01-07 00:00:00.0,Pelican Sunstream 100 Kayak,3599.819999999999
2014-01-07 00:00:00.0,Nike Men's CJ Elite 2 TD Football Cleat,3379.739999999998
2014-01-07 00:00:00.0,O'Brien Men's Neoprene Life Vest,3148.7400000000007
2014-01-07 00:00:00.0,Under Armour Girls' Toddler Spine Surge Runni,1159.71
2014-01-07 00:00:00.0,adidas Youth Germany Black/Red Away Match Soc,210.0
2014-01-07 00:00:00.0,Bridgestone e6 Straight Distance NFL Carolina,159.95
2014-01-07 00:00:00.0,ENO Atlas Hammock Straps,149.95
2014-01-07 00:00:00.0,Team Golf St. Louis Cardinals Putter Grip,149.94
2014-01-07 00:00:00.0,Nike Women's Legend V-Neck T-Shirt,125.0
2014-01-07 00:00:00.0,Under Armour Men's Tech II T-Shirt,99.96
2014-01-07 00:00:00.0,Under Armour Women's Ignite PIP VI Slide,95.97
2014-01-07 00:00:00.0,Glove It Women's Imperial Golf Glove,79.96
2014-01-07 00:00:00.0,Team Golf Texas Longhorns Putter Grip,74.97
2014-01-07 00:00:00.0,Under Armour Hustle Storm Medium Duffle Bag,69.98
2014-01-07 00:00:00.0,Glove It Women's Mod Oval Golf Glove,59.97
2014-01-07 00:00:00.0,Nike Dri-FIT Crew Sock 6 Pack,44.0
2014-01-08 00:00:00.0,Field & Stream Sportsman 16 Gun Fire Safe,4799.76
2014-01-08 00:00:00.0,Nike Men's Free 5.0+ Running Shoe,4099.59
2014-01-08 00:00:00.0,Nike Men's Dri-FIT Victory Golf Polo,2450.0
2014-01-08 00:00:00.0,O'Brien Men's Neoprene Life Vest,1999.2000000000003
2014-01-08 00:00:00.0,Perfect Fitness Perfect Rip Deck,1859.69
2014-01-08 00:00:00.0,Pelican Sunstream 100 Kayak,1599.92
2014-01-08 00:00:00.0,Diamondback Women's Serene Classic Comfort Bi,1499.9
2014-01-08 00:00:00.0,Nike Men's CJ Elite 2 TD Football Cleat,1169.91
2014-01-08 00:00:00.0,GoPro HERO3+ Black Edition Camera,399.99
2014-01-08 00:00:00.0,Under Armour Girls' Toddler Spine Surge Runni,399.9
2014-01-08 00:00:00.0,Clicgear Rovic Cooler Bag,199.95
2014-01-08 00:00:00.0,Team Golf New England Patriots Putter Grip,124.95
2014-01-08 00:00:00.0,Team Golf Pittsburgh Steelers Putter Grip,124.95
2014-01-08 00:00:00.0,Hirzl Women's Hybrid Golf Glove,44.97
2014-01-08 00:00:00.0,Glove It Women's Imperial Golf Glove,39.98
2014-01-09 00:00:00.0,Field & Stream Sportsman 16 Gun Fire Safe,7599.619999999997
2014-01-09 00:00:00.0,Diamondback Women's Serene Classic Comfort Bi,5999.5999999999985
2014-01-09 00:00:00.0,Pelican Sunstream 100 Kayak,5399.729999999997
2014-01-09 00:00:00.0,Nike Men's Free 5.0+ Running Shoe,4799.519999999999
2014-01-09 00:00:00.0,Nike Men's CJ Elite 2 TD Football Cleat,3899.699999999997
2014-01-09 00:00:00.0,Perfect Fitness Perfect Rip Deck,3359.4399999999996
2014-01-09 00:00:00.0,O'Brien Men's Neoprene Life Vest,2548.9800000000005
2014-01-09 00:00:00.0,Nike Men's Dri-FIT Victory Golf Polo,2250.0
