2014-05-03 00:00:00.0,Field & Stream Sportsman 16 Gun Fire Safe,10799.459999999994
2014-05-03 00:00:00.0,Nike Men's Free 5.0+ Running Shoe,5499.449999999998
2014-05-03 00:00:00.0,Pelican Sunstream 100 Kayak,5399.729999999997
2014-05-03 00:00:00.0,Perfect Fitness Perfect Rip Deck,5039.159999999999
2014-05-03 00:00:00.0,Nike Men's Dri-FIT Victory Golf Polo,4850.0
2014-05-03 00:00:00.0,Nike Men's CJ Elite 2 TD Football Cleat,4549.649999999996
2014-05-03 00:00:00.0,Diamondback Women's Serene Classic Comfort Bi,4199.72
2014-05-03 00:00:00.0,O'Brien Men's Neoprene Life Vest,3998.400000000001
2014-05-03 00:00:00.0,Under Armour Girls' Toddler Spine Surge Runni,2599.35
2014-05-03 00:00:00.0,Titleist Pro V1x High Numbers Golf Balls,383.92
2014-05-03 00:00:00.0,Bag Boy M330 Push Cart,319.96
2014-05-03 00:00:00.0,Under Armour Women's Micro G Skulpt Running S,274.85
2014-05-03 00:00:00.0,Team Golf Pittsburgh Steelers Putter Grip,199.92000000000002
2014-05-03 00:00:00.0,TaylorMade 2014 Purelite Stand Bag,179.99
2014-05-03 00:00:00.0,Under Armour Men's Compression EV SL Slide,179.96
2014-05-03 00:00:00.0,Under Armour Women's Ignite PIP VI Slide,127.96
2014-05-03 00:00:00.0,Nike Women's Tempo Shorts,120.0
2014-05-03 00:00:00.0,Nike Kids' Grade School KD VI Basketball Shoe,99.99
2014-05-03 00:00:00.0,Bridgestone e6 Straight Distance NFL Tennesse,95.97
2014-05-03 00:00:00.0,Bridgestone e6 Straight Distance NFL San Dieg,95.97
2014-05-03 00:00:00.0,Nike Dri-FIT Crew Sock 6 Pack,88.0
2014-05-03 00:00:00.0,Glove It Urban Brick Golf Towel,79.95
2014-05-03 00:00:00.0,Glove It Imperial Golf Towel,79.95
2014-05-03 00:00:00.0,Team Golf San Francisco Giants Putter Grip,74.97
2014-05-03 00:00:00.0,adidas Youth Germany Black/Red Away Match Soc,70.0
2014-05-03 00:00:00.0,Team Golf New England Patriots Putter Grip,49.98
2014-05-03 00:00:00.0,Team Golf Tennessee Volunteers Putter Grip,49.98
2014-05-03 00:00:00.0,Glove It Women's Mod Oval Golf Glove,19.99
2014-05-03 00:00:00.0,Hirzl Women's Hybrid Golf Glove,14.99
2014-05-04 00:00:00.0,Perfect Fitness Perfect Rip Deck,4979.169999999999
2014-05-04 00:00:00.0,O'Brien Men's Neoprene Life Vest,4548.18
2014-05-04 00:00:00.0,Diamondback Women's Serene Classic Comfort Bi,4499.700000000001
2014-05-04 00:00:00.0,Field & Stream Sportsman 16 Gun Fire Safe,4399.780000000001
2014-05-04 00:00:00.0,Nike Men's Dri-FIT Victory Golf Polo,3300.0
2014-05-04 00:00:00.0,Nike Men's Free 5.0+ Running Shoe,3099.6899999999996
2014-05-04 00:00:00.0,Pelican Sunstream 100 Kayak,2599.87
2014-05-04 00:00:00.0,Nike Men's CJ Elite 2 TD Football Cleat,2339.8199999999997
2014-05-04 00:00:00.0,Under Armour Girls' Toddler Spine Surge Runni,1199.7
2014-05-04 00:00:00.0,TaylorMade White Smoke IN-12 Putter,399.96
2014-05-04 00:00:00.0,TaylorMade Women's RBZ SL Rescue,129.99
2014-05-04 00:00:00.0,Nike Men's Deutschland Weltmeister Winners Bl,120.0
2014-05-04 00:00:00.0,Under Armour Men's Tech II T-Shirt,74.97
2014-05-04 00:00:00.0,LIJA Women's Eyelet Sleeveless Golf Polo,65.0
2014-05-04 00:00:00.0,adidas Men's Germany Black Crest Away Tee,50.0
2014-05-04 00:00:00.0,Glove It Imperial Golf Towel,47.97
2014-05-05 00:00:00.0,Field & Stream Sportsman 16 Gun Fire Safe,8399.579999999996
